GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-02-10T00:00:00,2,2022100244,1612709926,MHU,Memphis,Hustle,4-10,22,26,26,30,2,0,0,0,0,0,0,0,0,0,106
2022-02-10T00:00:00,2,2022100244,1612709911,IWA,Iowa,Wolves,8-6,30,19,31,24,2,5,0,0,0,0,0,0,0,0,111
