GAME_ID,VIDEO_AVAILABLE_FLAG,PT_AVAILABLE,PT_XYZ_AVAILABLE,WH_STATUS,HUSTLE_STATUS,HISTORICAL_STATUS
2022100076,0,0,0,1,0,0
